2019,02,11,08,00,09,15,2,Besprechungen / Sitzungen
2019,02,11,09,15,11,45,2,Divers
2019,02,11,13,00,14,00,2,Dokumentation
2019,02,11,14,00,15,35,2,Divers
2019,02,12,10,30,11,10,3,Topologie
2019,02,12,11,10,12,05,2,Divers
2019,02,12,13,30,14,50,1,Divers
2019,02,12,15,05,16,30,2,Divers
2019,02,12,16,30,17,45,2,Besprechungen / Sitzungen
2019,02,12,17,45,18,30,2,Divers
2019,02,12,20,00,22,30,3,Divers
2019,02,13,08,15,11,45,2,Divers
2019,02,13,12,30,15,30,2,Divers
2019,02,14,09,50,11,45,2,Divers
2019,02,14,13,00,17,55,2,Divers
2019,02,14,20,30,21,20,3,Divers
2019,02,15,09,35,11,40,3,Divers
2019,02,15,20,55,21,45,3,Divers
2019,02,16,10,40,11,50,2,Divers
2019,02,16,16,30,18,40,3,Divers
2019,02,17,08,40,11,45,3,Divers
2019,02,18,10,00,10,40,2,Besprechungen / Sitzungen
2019,02,18,10,40,11,05,2,Divers
2019,02,18,14,30,17,50,2,Divers
2019,02,19,08,20,11,30,2,Divers
2019,02,19,12,40,13,50,2,Divers
2019,02,19,15,45,17,40,1,Divers
2019,02,20,09,00,10,50,2,Besprechungen / Sitzungen
2019,02,20,14,15,15,30,2,Besprechungen / Sitzungen
2019,02,20,15,45,17,15,2,Divers
2019,02,21,08,15,12,05,2,Divers
2019,02,21,13,30,15,00,1,Divers
2019,02,21,15,00,15,40,2,Divers
2019,02,21,15,40,16,30,2,Besprechungen / Sitzungen
2019,02,21,16,30,16,50,2,Divers
2019,02,21,16,50,17,15,3,Besprechungen / Sitzungen
2019,02,21,17,15,17,40,2,Divers
2019,02,22,13,45,16,10,2,Mesh-Nodes
2019,02,23,08,25,09,20,2,Dokumentation
2019,02,25,09,50,11,35,2,Divers
2019,02,25,13,45,14,30,2,Divers
2019,02,25,15,00,16,35,1,Divers
2019,02,26,08,20,09,45,1,Besprechungen / Sitzungen
2019,02,26,09,45,11,10,2,Gateway
2019,02,26,16,20,16,35,1,Gateway
2019,02,26,16,35,18,20,3,Gateway
2019,02,26,20,45,21,20,3,Gateway
2019,03,02,16,40,18,35,1,Divers
2019,03,03,10,20,10,55,2,Divers
2019,03,03,10,55,11,50,2,Divers
2019,03,03,13,45,14,35,2,Divers
2019,03,03,14,35,15,10,2,Divers
2019,03,03,16,40,18,05,2,Divers
2019,03,04,09,50,11,00,3,Divers
2019,03,04,14,05,17,45,2,Divers
2019,03,05,08,30,10,55,2,Tests
2019,03,05,15,50,17,35,2,Dokumentation
2019,03,05,17,35,17,50,3,Gateway
2019,03,06,08,15,10,00,1,Gateway
2019,03,06,10,00,10,50,3,Besprechungen / Sitzungen
2019,03,06,14,10,15,40,2,Divers
2019,03,06,15,40,16,40,1,Gateway
2019,03,06,16,40,17,40,3,Gateway
2019,03,07,08,30,09,00,2,Besprechungen / Sitzungen
2019,03,07,09,00,11,45,3,Divers
